Course_Name,Course_ID,Attempt_ID,Candidate_Name,Candidate_Email,Mark,Grade,Skill_Status,Recommended_Course,Previous_Mark,Mark_Change,Improvement_Status,Performance_Category
Python,C101,2,Varun 47,varun47@gmail.com,100,A,Strength,No Course Required,91.0,9.0,Improving,High Performer
SQL,C102,1,Varun 47,varun47@gmail.com,53,C,Average,No Course Required,,,First Attempt,Medium Performer
SQL,C102,2,Varun 47,varun47@gmail.com,53,C,Average,No Course Required,53.0,0.0,No Change,Medium Performer
Aptitude,C104,1,Varun 47,varun47@gmail.com,25,F,Weakness,Quantitative Aptitude Practice,,,First Attempt,Poor Performer
Aptitude,C104,2,Varun 47,varun47@gmail.com,23,F,Weakness,Quantitative Aptitude Practice,25.0,-2.0,Declining,Poor Performer
SQL,C102,1,Varun 97,varun97@gmail.com,73,B,Strength,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,1,Varun 97,varun97@gmail.com,62,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,2,Varun 97,varun97@gmail.com,79,B,Strength,No Course Required,62.0,17.0,Improving,Medium Performer
Data Analytics,C105,1,Varun 97,varun97@gmail.com,75,B,Strength,No Course Required,,,First Attempt,Medium Performer
Python,C101,1,Vignesh 19,vignesh19@gmail.com,41,D,Weakness,Python Basics and Problem Solving,,,First Attempt,Poor Performer
Java,C103,1,Vignesh 19,vignesh19@gmail.com,87,A,Strength,No Course Required,,,First Attempt,High Performer
Data Analytics,C105,1,Vignesh 19,vignesh19@gmail.com,85,A,Strength,No Course Required,,,First Attempt,High Performer
Data Analytics,C105,2,Vignesh 19,vignesh19@gmail.com,87,A,Strength,No Course Required,85.0,2.0,Improving,High Performer
Python,C101,1,Vignesh 69,vignesh69@gmail.com,93,A,Strength,No Course Required,,,First Attempt,High Performer
Java,C103,1,Vignesh 69,vignesh69@gmail.com,63,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Vignesh 69,vignesh69@gmail.com,62,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,2,Vignesh 69,vignesh69@gmail.com,64,C,Average,No Course Required,62.0,2.0,Improving,Medium Performer
Python,C101,1,Vijay 55,vijay55@gmail.com,58,C,Average,No Course Required,,,First Attempt,Medium Performer
Aptitude,C104,1,Vijay 55,vijay55@gmail.com,52,C,Average,No Course Required,,,First Attempt,Medium Performer
Data Analytics,C105,1,Vijay 55,vijay55@gmail.com,42,D,Weakness,Data Analytics Fundamentals,,,First Attempt,Poor Performer
Data Analytics,C105,2,Vijay 55,vijay55@gmail.com,51,C,Average,No Course Required,42.0,9.0,Improving,Medium Performer
Python,C101,1,Vijay 5,vijay5@gmail.com,71,B,Strength,No Course Required,,,First Attempt,Medium Performer
Python,C101,2,Vijay 5,vijay5@gmail.com,84,A,Strength,No Course Required,71.0,13.0,Improving,High Performer
SQL,C102,1,Vijay 5,vijay5@gmail.com,33,F,Weakness,SQL Fundamentals and Query Practice,,,First Attempt,Poor Performer
Aptitude,C104,1,Vijay 5,vijay5@gmail.com,62,C,Average,No Course Required,,,First Attempt,Medium Performer
